Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,LogReturns,RealizedVol,ParkinsonVol,GarmanKlassVol,SMA_20,SMA_50,RSI
2025-07-09,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,48749400,0.0,0.0,0.005380719548448543,0.0053662951961474135,0.19314517661048702,0.20141065577747566,0.21337816966071238,203.2129997253418,,79.55758825015101
2025-07-10,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,44443600,0.0,0.0,0.0060149866256142825,0.005996968808745969,0.19313497166344573,0.2004704129316128,0.21242982548855882,203.7,,79.81167610450919
2025-07-11,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,39765800,0.0,0.0,-0.005884845244805148,-0.005902229181318377,0.1786127079569716,0.19120869074364344,0.20673624371316612,204.31900024414062,,71.72797592009564
2025-07-14,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,38840100,0.0,0.0,-0.012028833590031152,-0.012101765455702573,0.18651315900564003,0.19266334423953538,0.2081466521515185,204.79000015258788,,64.00470369031999
2025-07-15,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,42296300,0.0,0.0,0.0023487944810314243,0.0023460403749840327,0.17646647554790112,0.18840723033752882,0.20593644196432168,205.42300033569336,,67.82676998090646
2025-07-16,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,47490500,0.0,0.0,0.005021295245053015,0.005008730585109271,0.1747786549081322,0.190837942483789,0.20938374675251578,206.01000061035157,203.84867797851564,67.55101100250742
2025-07-17,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,48068100,0.0,0.0,-0.0006661562010320532,-0.00066637818166213,0.16368463385391216,0.18903046774289756,0.20775814971726336,206.7290008544922,204.0764874267578,68.72921959129566
2025-07-18,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,48974600,0.0,0.0,0.005523228167424676,0.005508031075055581,0.1637744466159807,0.1882618159335608,0.20688806120731218,207.45900039672853,204.33508697509765,70.07150884202495
2025-07-21,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,51377400,0.0,0.0,0.006155900638530998,0.006137030484460472,0.14838717871593857,0.1856755798040987,0.20585648388003017,208.03300018310546,204.6648272705078,66.33882248939662
2025-07-22,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,46404100,0.0,0.0,0.00903613614246912,0.008995554548278597,0.15000310247457857,0.18426315362257897,0.2036798117959627,208.6779998779297,205.00819976806642,65.20328585530955
2025-07-23,215.0,215.14999389648438,212.41000366210938,214.14999389648438,46989300,0.0,0.0,-0.0011660448093142595,-0.0011667251685005464,0.14708231509152073,0.1831069815495608,0.2035909424996475,209.37049942016603,205.32579956054687,54.950751364188974
2025-07-24,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,46022600,0.0,0.0,-0.0018211505989440546,-0.0018228109097863463,0.14777687723722832,0.18153215179010707,0.20162480975645927,209.98049926757812,205.38519958496093,50.634414570237375
2025-07-25,214.6999969482422,215.24000549316406,213.39999389648438,213.8800048828125,40268800,0.0,0.0,0.0005614258002459849,0.0005612682597435046,0.14651990510205434,0.1793095838236885,0.19872523767066808,210.62449951171874,205.40419982910157,65.0344343692247
2025-07-28,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,37858000,0.0,0.0,0.0007948296477664485,0.0007945139379612304,0.14642777187000003,0.17694838925313777,0.19596989006480217,211.27299957275392,205.43859985351563,65.32625734284517
2025-07-29,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,51411700,0.0,0.0,-0.012987613826964783,-0.013072690313278693,0.1423284158991438,0.16012651115940998,0.17551462729684933,211.5779998779297,205.435,50.4383166992489
2025-07-30,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,45512500,0.0,0.0,-0.010507886476113892,-0.01056348413410209,0.14170359566866397,0.16176090802354573,0.17547682930320307,211.63949966430664,205.39080017089844,39.35361970451352
2025-07-31,208.49000549316406,209.83999633789062,207.16000366210938,207.57000732421875,80698400,0.0,0.0,-0.007079625476841711,-0.007104804936428562,0.11780943442263868,0.15540345602134595,0.17107960072715753,211.39599990844727,205.36660034179687,38.78827561492597
2025-08-01,210.8699951171875,213.5800018310547,201.5,202.3800048828125,104301700,0.0,0.0,-0.025003624118486445,-0.025321525035799586,0.14245944604769598,0.1968476881111571,0.20370870424795162,210.8375,205.2770004272461,33.279772213963184
