Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,LogReturns,RealizedVol,ParkinsonVol,GarmanKlassVol,SMA_20,SMA_50,RSI
2025-05-05,202.83402512431957,203.83271551835597,197.9504297070337,198.62953186035156,69018500,0.0,0.0,,,,,,,,
2025-05-06,197.9504203457911,200.38721199140494,196.7619763948813,198.25001525878906,51216500,0.0,0.0,-0.001910675608042589,-0.0019125032771083674,,,,,,
2025-05-07,198.90915494694545,199.1788056079939,192.99690991055434,195.99298095703125,68536700,0.0,0.0,-0.011384787531095841,-0.011450090336810546,,,,,,
2025-05-08,197.46106353953903,199.78801395815432,194.42503624466005,197.2313690185547,50478900,0.0,0.0,0.006318532712122682,0.006298654474560001,,,,,,
2025-05-09,198.739389980464,200.2773664943336,197.28129528859796,198.27000427246094,36453900,0.0,0.0,0.005266075366584078,0.005252258079057885,,,,,,
2025-05-12,210.97000122070312,211.27000427246094,206.75,210.7899932861328,63775800,0.26,0.0,0.06314615798599066,0.06123258566165509,,,,,,
2025-05-13,210.42999267578125,213.39999389648438,209.0,212.92999267578125,51909300,0.0,0.0,0.010152281691776288,0.01010109344017187,,,,,,
2025-05-14,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,49325800,0.0,0.0,-0.0028177845553216674,-0.002821761983669661,,,,,,
2025-05-15,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,45029500,0.0,0.0,-0.004144515024837148,-0.004153127331358633,,,,,,
2025-05-16,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,54737900,0.0,0.0,-0.0008985691376138805,-0.0008989730928673613,,,,,,
2025-05-19,207.91000366210938,209.47999572753906,204.25999450683594,208.77999877929688,46140500,0.0,0.0,-0.011739069355408915,-0.011808516259790175,,,,,,
2025-05-20,207.6699981689453,208.47000122070312,205.02999877929688,206.86000061035156,42496600,0.0,0.0,-0.009196274452396014,-0.009238821233101603,,,,,,
2025-05-21,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789062,59211800,0.0,0.0,-0.02305909435553888,-0.023329114291235003,,,,,,
2025-05-22,200.7100067138672,202.75,199.6999969482422,201.36000061035156,46742400,0.0,0.0,-0.003612230891026025,-0.003618770750769896,,,,,,54.383681916528175
2025-05-23,193.6699981689453,197.6999969482422,193.4600067138672,195.27000427246094,78432900,0.0,0.0,-0.03024432021966106,-0.030711115726039975,,,,,,45.48857482650572
2025-05-27,198.3000030517578,200.74000549316406,197.42999267578125,200.2100067138672,56288500,0.0,0.0,0.025298316860348224,0.024983611085566255,,,,,,52.34482189576249
2025-05-28,200.58999633789062,202.72999572753906,199.89999389648438,200.4199981689453,45339700,0.0,0.0,0.0010488559414427723,0.001048306276362571,,,,,,55.56899624893324
2025-05-29,203.5800018310547,203.80999755859375,198.50999450683594,199.9499969482422,51396800,0.0,0.0,-0.0023450814539321962,-0.002347835463872541,,,,,,53.48733334325047
2025-05-30,199.3699951171875,201.9600067138672,196.77999877929688,200.85000610351562,70819900,0.0,0.0,0.0045011711378339925,0.00449107116349544,,,,,,53.32132220378822
2025-06-02,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,35423300,0.0,0.0,0.0042319682295079986,0.004223038636265427,,0.20517900945158254,0.22380303608270846,203.23119430541993,,33.271987384112876
2025-06-03,201.35000610351562,203.77000427246094,200.9600067138672,203.27000427246094,46381600,0.0,0.0,0.0077838738124602624,0.007753735759536577,0.29831594879503764,0.19768113179179694,0.21816863063903053,203.46321792602538,,31.842120811790807
2025-06-04,202.91000366210938,206.24000549316406,202.10000610351562,202.82000732421875,43604000,0.0,0.0,-0.00221378923984783,-0.002216243293754774,0.298361420255505,0.19857433960207518,0.21931344871652594,203.69171752929688,,32.02269261987958
2025-06-05,203.5,204.75,200.14999389648438,200.6300048828125,55126100,0.0,0.0,-0.010797763348392997,-0.010856482266256429,0.29803738912860317,0.19303022787137483,0.21252857491380606,203.92356872558594,,30.511537812507044
2025-06-06,203.0,205.6999969482422,202.0500030517578,203.9199981689453,46607700,0.0,0.0,0.0163983113495636,0.016265311059071526,0.3023892324038787,0.18802295735891109,0.2059863339670893,204.25800018310548,,38.107582919641615
2025-06-09,204.38999938964844,206.0,200.02000427246094,201.4499969482422,72862600,0.0,0.0,-0.012112599268742419,-0.012186554600183343,0.3060462852387759,0.19561184796912937,0.21324124399274968,204.41699981689453,,38.11992867688701
2025-06-10,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,54672600,0.0,0.0,0.0060560994747325125,0.0060378350081640355,0.2014218957834506,0.19422334315938766,0.2102665170235021,204.01100006103516,,43.05140416314507
2025-06-11,203.5,204.5,198.41000366210938,198.77999877929688,60989900,0.0,0.0,-0.019193760422328232,-0.01938035209767723,0.20506352369553676,0.19975930126165584,0.21268294385597442,203.30350036621093,,44.3457485463222
2025-06-12,199.0800018310547,199.67999267578125,197.36000061035156,199.1999969482422,43904600,0.0,0.0,0.002112879422097258,0.0021106504315444113,0.2059790051925233,0.19845818558145034,0.21098594667478568,202.64700012207032,,46.27071080897951
2025-06-13,199.72999572753906,200.3699951171875,195.6999969482422,196.4499969482422,51447300,0.0,0.0,-0.013805221095031128,-0.013901399360486715,0.209450137986035,0.2017966977155778,0.21227400946389838,201.89700012207032,,52.3028745134101
2025-06-16,197.3000030517578,198.69000244140625,196.55999755859375,198.4199981689453,43020700,0.0,0.0,0.010028003315378786,0.00997805652363861,0.21483380661085258,0.20112390220590384,0.2113285899651074,201.25500030517577,,46.04854519364858
2025-06-17,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,38856200,0.0,0.0,-0.014010678383989505,-0.014109754442192705,0.21620033903355035,0.19683386276718393,0.20511183295622912,200.59800033569337,,40.52339701043914
2025-06-18,195.94000244140625,197.57000732421875,195.07000732421875,196.5800018310547,45394700,0.0,0.0,0.004804755900321256,0.004793249901647917,0.2167243140644601,0.19550546893971565,0.20339845548740815,200.08400039672853,,43.44103776386596
2025-06-20,198.24000549316406,201.6999969482422,196.86000061035156,201.0,96813500,0.0,0.0,0.022484475164182616,0.022235425606040273,0.2195780478441408,0.1911066488682831,0.1979809227276121,200.02950057983398,,50.256751010548996
2025-06-23,201.6300048828125,202.3000030517578,198.9600067138672,201.5,55814300,0.0,0.0,0.0024875621890547706,0.0024844733276619658,0.21938065938514476,0.19166945761786883,0.1988566119102618,200.0365005493164,,49.65350494800327
2025-06-24,202.58999633789062,203.44000244140625,200.1999969482422,200.3000030517578,54064000,0.0,0.0,-0.005955319842392948,-0.0059731234790300165,0.1897208734149853,0.18913615183567467,0.1946973952424416,200.28800048828126,,44.78764085864861
2025-06-25,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,39525700,0.0,0.0,0.0062905366332437485,0.006270833792136221,0.16872003863874926,0.1885492241704022,0.1950527232073406,200.3555000305176,,47.84981179083056
2025-06-26,201.42999267578125,202.63999938964844,199.4600067138672,201.0,50799100,0.0,0.0,-0.002778316954637594,-0.002782183640768199,0.1690683004014339,0.18918161620088408,0.1958519487618778,200.3845001220703,,50.66858573492595
2025-06-27,201.88999938964844,203.22000122070312,200.0,201.0800018310547,73188600,0.0,0.0,0.00039801905997349785,0.00039793987139912456,0.1688011511821396,0.18383127076812694,0.1925829410861313,200.44100036621094,,44.194608892021876
2025-06-30,202.00999450683594,207.38999938964844,199.25999450683594,205.1699981689453,91912800,0.0,0.0,0.020340144721736175,0.020136046923066173,0.1827704305267854,0.19491937185174274,0.20494804909389555,200.65699996948243,,57.1319078527807
2025-07-01,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,78788900,0.0,0.0,0.012916163079025322,0.012833460814047843,0.18727096969928084,0.19814131195316553,0.20940966658217297,200.96300048828124,,59.360251151620034
2025-07-02,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,67941800,0.0,0.0,0.022230752354752248,0.0219872513788248,0.20021158758152519,0.20285687210833792,0.21341418845946222,201.4215003967285,,74.18556725540542
2025-07-03,212.14999389648438,214.64999389648438,211.80999755859375,213.5500030517578,34955800,0.0,0.0,0.005225007520218483,0.005211404531662551,0.199735790212959,0.20022096365916148,0.20943517859206337,201.95800018310547,,74.8012612107032
2025-07-07,212.67999267578125,216.22999572753906,208.8000030517578,209.9499969482422,50229000,0.0,0.0,-0.016857907057220234,-0.01700161898351503,0.2062034292476144,0.20808205009723701,0.22018682496347922,202.42399978637695,,72.66621986798944
2025-07-08,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,42848900,0.0,0.0,0.00028577070476720756,0.00028572988009683404,0.1994690745819427,0.20677797612144921,0.2187026900107748,202.72849960327147,,70.79296442133756
