Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RiskFreeRate,RiskFreeRateDaily
2025-04-07,3.9769999980926514,4.210000038146973,3.9719998836517334,4.15500020980835,0,0.0,0.0,0.041550002098083495,0.00011383562218653012
2025-04-08,4.2179999351501465,4.275000095367432,4.164000034332275,4.26200008392334,0,0.0,0.0,0.042620000839233396,0.0001167671255869408
2025-04-09,4.455999851226807,4.473999977111816,4.3429999351501465,4.400000095367432,0,0.0,0.0,0.04400000095367432,0.00012054794781828581
2025-04-10,4.328000068664551,4.400000095367432,4.289000034332275,4.394000053405762,0,0.0,0.0,0.04394000053405762,0.00012038356310700717
2025-04-11,4.440000057220459,4.5920000076293945,4.427000045776367,4.493000030517578,0,0.0,0.0,0.04493000030517578,0.00012309589124705694
2025-04-14,4.438000202178955,4.458000183105469,4.360000133514404,4.363999843597412,0,0.0,0.0,0.043639998435974124,0.00011956163955061404
2025-04-15,4.380000114440918,4.39900016784668,4.308000087738037,4.322999954223633,0,0.0,0.0,0.04322999954223633,0.00011843835491023653
2025-04-16,4.315999984741211,4.3520002365112305,4.275000095367432,4.2789998054504395,0,0.0,0.0,0.0427899980545044,0.00011723287138220383
2025-04-17,4.291999816894531,4.343999862670898,4.2779998779296875,4.333000183105469,0,0.0,0.0,0.04333000183105469,0.00011871233378371148
2025-04-21,4.396999835968018,4.4070000648498535,4.333000183105469,4.40500020980835,0,0.0,0.0,0.0440500020980835,0.00012068493725502328
2025-04-22,4.4070000648498535,4.4070000648498535,4.370999813079834,4.388999938964844,0,0.0,0.0,0.04388999938964844,0.0001202465736702697
2025-04-23,4.291999816894531,4.39900016784668,4.261000156402588,4.38700008392334,0,0.0,0.0,0.0438700008392334,0.00012019178312118739
2025-04-24,4.343999862670898,4.3480000495910645,4.302999973297119,4.304999828338623,0,0.0,0.0,0.04304999828338623,0.00011794520077640063
2025-04-25,4.2820000648498535,4.293000221252441,4.250999927520752,4.265999794006348,0,0.0,0.0,0.04265999794006348,0.00011687670668510541
2025-04-28,4.28000020980835,4.295000076293945,4.214000225067139,4.216000080108643,0,0.0,0.0,0.04216000080108642,0.00011550685150982581
2025-04-29,4.2270002365112305,4.244999885559082,4.164000034332275,4.172999858856201,0,0.0,0.0,0.04172999858856201,0.00011432876325633427
2025-04-30,4.138999938964844,4.229000091552734,4.135000228881836,4.177000045776367,0,0.0,0.0,0.04177000045776367,0.0001144383574185306
2025-05-01,4.150000095367432,4.241000175476074,4.124000072479248,4.230999946594238,0,0.0,0.0,0.04230999946594238,0.00011591780675600653
2025-05-02,4.224999904632568,4.331999778747559,4.224999904632568,4.322000026702881,0,0.0,0.0,0.04322000026702881,0.00011841095963569537
2025-05-05,4.301000118255615,4.370999813079834,4.297999858856201,4.3429999351501465,0,0.0,0.0,0.043429999351501464,0.00011898629959315469
2025-05-06,4.336999893188477,4.36299991607666,4.306000232696533,4.308000087738037,0,0.0,0.0,0.04308000087738037,0.00011802739966405581
2025-05-07,4.320000171661377,4.328000068664551,4.260000228881836,4.275000095367432,0,0.0,0.0,0.042750000953674316,0.00011712329028403922
2025-05-08,4.300000190734863,4.383999824523926,4.2829999923706055,4.373000144958496,0,0.0,0.0,0.043730001449584964,0.00011980822314954785
2025-05-09,4.392000198364258,4.3979997634887695,4.3429999351501465,4.375,0,0.0,0.0,0.04375,0.00011986301369863014
2025-05-12,4.460999965667725,4.468999862670898,4.428999900817871,4.456999778747559,0,0.0,0.0,0.044569997787475585,0.00012210958297938516
2025-05-13,4.453000068664551,4.505000114440918,4.428999900817871,4.499000072479248,0,0.0,0.0,0.04499000072479248,0.00012326027595833556
2025-05-14,4.4770002365112305,4.53000020980835,4.4770002365112305,4.5279998779296875,0,0.0,0.0,0.04527999877929687,0.0001240547911761558
2025-05-15,4.513000011444092,4.541999816894531,4.440999984741211,4.454999923706055,0,0.0,0.0,0.044549999237060545,0.00012205479243030286
2025-05-16,4.395999908447266,4.445000171661377,4.388000011444092,4.440999984741211,0,0.0,0.0,0.04440999984741211,0.00012167123245866332
2025-05-19,4.548999786376953,4.561999797821045,4.4710001945495605,4.474999904632568,0,0.0,0.0,0.044749999046325685,0.00012260273711322105
2025-05-20,4.474999904632568,4.5229997634887695,4.4730000495910645,4.480999946594238,0,0.0,0.0,0.044809999465942385,0.00012276712182449968
2025-05-21,4.543000221252441,4.604000091552734,4.5229997634887695,4.5960001945495605,0,0.0,0.0,0.045960001945495606,0.00012591781354930303
2025-05-22,4.61299991607666,4.629000186920166,4.540999889373779,4.552999973297119,0,0.0,0.0,0.04552999973297119,0.0001247397252958115
2025-05-23,4.4730000495910645,4.5269999504089355,4.465000152587891,4.508999824523926,0,0.0,0.0,0.04508999824523926,0.0001235342417677788
2025-05-27,4.468999862670898,4.486999988555908,4.432000160217285,4.434000015258789,0,0.0,0.0,0.04434000015258789,0.00012147945247284354
2025-05-28,4.443999767303467,4.500999927520752,4.438000202178955,4.4770002365112305,0,0.0,0.0,0.044770002365112305,0.00012265754072633507
2025-05-29,4.497000217437744,4.499000072479248,4.415999889373779,4.423999786376953,0,0.0,0.0,0.04423999786376953,0.00012120547359936857
2025-05-30,4.421999931335449,4.441999912261963,4.394000053405762,4.415999889373779,0,0.0,0.0,0.04415999889373779,0.00012098629833900764
2025-06-02,4.438000202178955,4.46999979019165,4.418000221252441,4.461999893188477,0,0.0,0.0,0.044619998931884765,0.00012224657241612265
2025-06-03,4.409999847412109,4.473999977111816,4.406000137329102,4.460000038146973,0,0.0,0.0,0.044600000381469725,0.00012219178186704033
2025-06-04,4.427999973297119,4.429999828338623,4.348999977111816,4.364999771118164,0,0.0,0.0,0.04364999771118164,0.00011958903482515517
2025-06-05,4.3379998207092285,4.400000095367432,4.317999839782715,4.394000053405762,0,0.0,0.0,0.04394000053405762,0.00012038356310700717
2025-06-06,4.4029998779296875,4.51200008392334,4.400000095367432,4.510000228881836,0,0.0,0.0,0.04510000228881836,0.00012356165010635168
2025-06-09,4.501999855041504,4.51800012588501,4.46999979019165,4.48199987411499,0,0.0,0.0,0.044819998741149905,0.00012279451709904082
2025-06-10,4.449999809265137,4.48199987411499,4.440000057220459,4.473999977111816,0,0.0,0.0,0.044739999771118165,0.0001225753418386799
2025-06-11,4.498000144958496,4.50600004196167,4.4070000648498535,4.4120001792907715,0,0.0,0.0,0.04412000179290772,0.00012087671724084307
2025-06-12,4.367000102996826,4.38700008392334,4.343999862670898,4.35699987411499,0,0.0,0.0,0.043569998741149904,0.00011936985956479426
2025-06-13,4.343999862670898,4.446000099182129,4.340000152587891,4.423999786376953,0,0.0,0.0,0.04423999786376953,0.00012120547359936857
2025-06-16,4.441999912261963,4.453999996185303,4.4029998779296875,4.452000141143799,0,0.0,0.0,0.04452000141143799,0.00012197260660667943
2025-06-17,4.4029998779296875,4.441999912261963,4.38100004196167,4.39300012588501,0,0.0,0.0,0.0439300012588501,0.00012035616783246602
2025-06-18,4.364999771118164,4.39900016784668,4.3460001945495605,4.396999835968018,0,0.0,0.0,0.04396999835968018,0.00012046574893063063
2025-06-20,4.436999797821045,4.442999839782715,4.361000061035156,4.375,0,0.0,0.0,0.04375,0.00011986301369863014
2025-06-23,4.361000061035156,4.361000061035156,4.290999889373779,4.320000171661377,0,0.0,0.0,0.04320000171661377,0.00011835616908661307
2025-06-24,4.3520002365112305,4.370999813079834,4.284999847412109,4.293000221252441,0,0.0,0.0,0.04293000221252442,0.00011761644441787512
2025-06-25,4.308000087738037,4.3379998207092285,4.293000221252441,4.293000221252441,0,0.0,0.0,0.04293000221252442,0.00011761644441787512
2025-06-26,4.2769999504089355,4.293000221252441,4.25,4.252999782562256,0,0.0,0.0,0.042529997825622556,0.00011652054198800701
2025-06-27,4.270999908447266,4.293000221252441,4.239999771118164,4.2829999923706055,0,0.0,0.0,0.04282999992370606,0.00011734246554440015
