Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,LogReturns,RealizedVol,ParkinsonVol,GarmanKlassVol,SMA_20,SMA_50,RSI,VIX,VIX_Change,VIX_Low,VIX_High,VIX_Spike,RiskFreeRate,RiskFreeRateDaily,LowVolRegime,HighVolRegime,Bullish,Bearish,VolSpread,VolSpreadPercentile,PriceZScore,EarningsSeason
2020-02-03,73.57588453843302,75.79791078115785,73.07297011838175,74.63008117675781,173788400,0.0,0.0,0.0330140911073231,0.0324808310002468,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,17.969999313354492,-0.106844749563629,False,False,False,0.0151999998092651,4.164383509387709e-05,False,False,False,False,0.3453359018817769,,,False
2020-02-04,76.2379958862273,77.28493961664756,75.83179476448423,77.09392547607422,136616400,0.0,0.0,0.0330140911073231,0.0324808310002468,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,16.049999237060547,-0.106844749563629,False,False,False,0.0160300004482269,4.391780944719707e-05,False,False,True,False,0.3645359026447163,,,False
2020-02-05,78.22305134186004,78.52287271376575,77.11808861152979,77.7225570678711,118826800,0.0,0.0,0.008154100182536,0.0081210351298682,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,15.149999618530272,-0.0560747452530784,False,False,False,0.0164900004863739,4.517808352431206e-05,False,False,True,False,0.37353589883001903,,,False
2020-02-06,77.99334570709586,78.63408069608217,77.4348175300206,78.63166046142578,105425600,0.0,0.0,0.0116967766868607,0.0116288981881201,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,14.960000038146973,-0.0125412267437227,True,False,False,0.0164400005340576,4.504109735358251e-05,False,False,True,False,0.3754358946338521,,,False
2020-02-07,78.12999061671879,78.3796223944295,77.070873196759,77.5628662109375,117684000,0.1925,0.0,-0.013592416136406,-0.0136856387353681,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,15.470000267028809,0.0340909243035676,False,False,False,0.0157799994945526,4.323287532754141e-05,False,False,True,False,0.3703358923450337,,,False
2020-02-10,76.14504296724274,77.93124389648438,76.06506702253098,77.93124389648438,109348800,0.0,0.0,0.0047494078486609,0.0047381649950823,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,15.039999961853027,-0.0277957529252433,False,False,False,0.0154700005054473,4.238356302862298e-05,False,False,True,False,0.37463589539679154,,,False
2020-02-11,78.42810123691775,78.50080665271824,77.24295118542182,77.46107482910156,94323200,0.0,0.0,-0.0060331266880243,-0.0060513995288199,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,15.18000030517578,0.0093085334892184,False,False,False,0.015900000333786,4.356164475009866e-05,False,False,True,False,0.373235891963564,,,False
2020-02-12,77.91184313382713,79.30541981693399,77.91184313382713,79.30057525634766,113730400,0.0,0.0,0.02374741676777,0.023469832878193,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,13.739999771118164,-0.0948616933536314,True,False,False,0.0162999999523162,4.465753411593502e-05,False,False,True,False,0.38763589730414016,,,False
2020-02-13,78.5710817713545,79.06307473499535,78.36749924118695,78.73588562011719,94747600,0.0,0.0,-0.0071208769218261,-0.0071463513715447,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,14.149999618530272,0.0298398729433708,True,False,False,0.0161699998378753,4.430136941883662e-05,False,False,True,False,0.38353589883001904,,,False
2020-02-14,78.70435548730526,79.00488833514737,78.2462967714903,78.75525665283203,80113600,0.0,0.0,0.0002460254630056,0.0002459952037043,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,13.68000030517578,-0.0332155000724523,True,False,False,0.015880000591278,4.350685093500843e-05,False,False,True,False,0.388235891963564,,,False
2020-02-18,76.43103399386973,77.49500334449696,76.24926307124777,77.313232421875,152531200,0.0,0.0,-0.0183101965791787,-0.0184799029925676,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,14.829999923706056,0.0840642977248453,True,False,False,0.0155599999427795,4.263013682953299e-05,False,False,True,False,0.3767358957782612,,,False
2020-02-19,77.5555836361956,78.66317609010646,77.5555836361956,78.43292999267578,93984000,0.0,0.0,0.0144826122996764,0.0143787409546729,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,14.380000114440918,-0.0303438847997431,True,False,False,0.0157000005245208,4.301370006718048e-05,False,False,True,False,0.3812358938709126,,,False
2020-02-20,78.19298631382561,78.68255321990893,77.12174667637375,77.62828063964844,100566000,0.0,0.0,-0.0102590755324643,-0.0103120625579821,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,15.5600004196167,0.0820584350337232,False,False,False,0.0152499997615814,4.178082126460664e-05,False,False,True,False,0.3694358908191548,,,False
2020-02-21,77.22113922163652,77.66466444490703,75.25316708230885,75.87118530273438,129554000,0.0,0.0,-0.0226347321161282,-0.0228948299893907,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,54.61173057972509,17.079999923706055,0.0976863408161012,False,False,False,0.0147099995613098,4.030136866112278e-05,False,False,True,False,0.3542358957782612,,,False
2020-02-24,72.04429714392029,73.7214326099496,70.09813688315359,72.26726531982422,222195200,0.0,0.0,-0.0475005098250425,-0.0486657072308127,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,43.0749291950032,25.030000686645508,0.4654567212207836,False,True,True,0.0137699997425079,3.772602669180256e-05,False,False,False,False,0.2747358881488667,,,False
2020-02-25,72.93863104325503,73.32155861585304,69.34683505576753,69.8194351196289,230673600,0.0,0.0,-0.0338719085240358,-0.0344588536886064,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,28.65949080830019,27.850000381469727,0.112664786954193,False,True,True,0.0133000004291534,3.643835734014642e-05,False,False,False,False,0.24653589120062452,,,False
2020-02-26,69.4437526290761,72.19455366055257,69.43648208910632,70.927001953125,198054800,0.0,0.0,0.0158633026978574,0.015738795515632,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,30.609379265543836,27.559999465942383,-0.0104129591222662,False,True,False,0.0130999994277954,3.58904093912203e-05,False,False,False,False,0.24943590035589797,,,False
2020-02-27,68.12773623181833,69.31530465753468,66.15491247212168,66.29063415527344,320605600,0.0,0.0,-0.0653681626204318,-0.0676025840493161,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,20.962364022091805,39.15999984741211,0.4208998768597427,False,True,True,0.0129900002479553,3.5589041775220064e-05,False,False,False,False,0.1334358965412007,,,False
2020-02-28,62.34983736802518,67.47577466773187,62.13413237510461,66.25184631347656,426510000,0.0,0.0,-0.0005851179776923,-0.0005852892260198,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,22.03018395778261,40.11000061035156,0.0242594679939007,False,True,False,0.0112699997425079,3.087671162330941e-05,False,False,False,False,0.12393588891180612,,,False
2020-03-02,68.4137074821739,73.0573481636442,67.30854119181632,72.41993713378906,341397200,0.0,0.0,0.0931006630536397,0.0890183028984217,0.5250358950153218,0.3605194334024819,0.3478794389943527,75.25234375,67.9988143157959,39.40938207198907,33.41999816894531,-0.1667913821891017,False,True,False,0.010880000591278,2.9808220798022125e-05,False,False,False,False,0.19083591332586863,,,False
2020-03-03,73.59784230488941,73.67781826113942,69.26684065673096,70.11995697021484,319475600,0.0,0.0,-0.0317589362073764,-0.0322741898654721,0.5250358950153218,0.3757696906003098,0.3551978031191462,75.02683753967285,67.9988143157959,36.820052275169786,36.81999969482422,0.1017355389635619,False,True,True,0.0100999999046325,2.7671232615431698e-05,False,False,False,False,0.1568358980670796,,,False
2020-03-04,71.84555625982283,73.53238817702517,71.04334126232827,73.37242889404297,219178400,0.0,0.0,0.0463843970299311,0.0453407905143764,0.5390230591133025,0.3807288783883115,0.3603061295251986,74.84076271057128,67.9988143157959,39.87076000521444,31.989999771118164,-0.1311787062395062,False,True,False,0.0099199998378753,2.7178081747603745e-05,False,False,False,False,0.21912306140212084,,,False
2020-03-05,71.62258011074542,72.59929546384136,70.62647911575432,70.99244689941406,187572800,0.0,0.0,-0.0324370070679523,-0.0329747472240047,0.5481310615329116,0.3833051397506128,0.3638264292386833,74.50425720214844,67.9988143157959,37.541862713376474,39.619998931884766,0.238512010483203,False,True,True,0.0092599999904632,2.5369862987570565e-05,False,False,False,False,0.15193107221406393,,,False
2020-03-06,68.34583839927103,70.48346533282225,68.15922299254184,70.04963684082031,226176800,0.0,0.0,-0.0132804277042256,-0.0133694011996305,0.545834049642752,0.388534602305768,0.3678823740706139,74.07515602111816,67.9988143157959,36.39801061921754,41.939998626708984,0.0585562785807438,False,True,False,0.0070599997043609,1.934246494345469e-05,False,False,False,False,0.1264340633756621,,,False
2020-03-09,63.92276760464713,67.3982263851532,63.74099670150595,64.50928497314453,286744800,0.0,0.0,-0.0790918000084082,-0.0823949219708714,0.6054394159032019,0.404741676390592,0.3911686104399548,73.42247695922852,67.9988143157959,32.26580512028899,54.459999084472656,0.2985217183529056,False,True,True,0.004990000128746,1.3671233229441184e-05,False,False,False,False,0.060839425058475394,,,False
2020-03-10,67.16799957236155,69.42195621190889,65.2848479487525,69.15535736083984,285290000,0.0,0.0,0.0720217622878549,0.0695463630842107,0.6687254625100678,0.4222590818888699,0.4142155690518661,72.98368263244629,67.9988143157959,38.2935722515218,47.29999923706055,-0.1314726398784228,False,True,False,0.007480000257492,2.049315139038922e-05,False,False,False,False,0.19572547013946234,,,False
2020-03-11,67.22858097514904,68.15682117418298,65.88831635585085,66.75354766845703,255598800,0.0,0.0,-0.0347306381463783,-0.0353480851385574,0.676952974339557,0.4269943379286429,0.4214900920457755,72.44830627441407,67.9988143157959,36.80991575546265,53.900001525878906,0.139534934360995,False,True,True,0.0081999999284744,2.2465753228697065e-05,False,False,False,False,0.137952959080768,,,False
2020-03-12,62.02992621470894,65.43752410022596,60.1055776920594,60.161319732666016,418474000,0.0,0.0,-0.0987547204012654,-0.103977828012523,0.7408653938064271,0.4623034990700136,0.467064801621887,71.49134349822998,67.9988143157959,32.94566237468112,75.47000122070312,0.4001855117660406,False,True,True,0.0084899997711181,2.3260273345529216e-05,False,False,False,False,-0.01383461840060407,,,False
2020-03-13,64.19906676832508,67.84175558934598,61.30526952735632,67.36914825439453,370732000,0.0,0.0,0.1198083511757615,0.113157555643516,0.8778375523012562,0.5099165758980996,0.5206109694359792,70.92300662994384,67.9988143157959,45.06856398693505,57.83000183105469,-0.2337352471753954,False,True,False,0.0095099997520446,2.6054793841218297e-05,False,False,False,False,0.29953753399070926,,,False
