Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,LogReturns,RealizedVol,ParkinsonVol,GarmanKlassVol,SMA_20,SMA_50,RSI,VIX,VIX_Change,VIX_Low,VIX_High,VIX_Spike,RiskFreeRate,RiskFreeRateDaily,LowVolRegime,HighVolRegime,Bullish,Bearish,VolSpread,VolSpreadPercentile,PriceZScore,EarningsSeason
2023-01-03,170.47659950992255,171.8235271538707,166.57152069149862,168.0250244140625,22503800,0.0,0.0,0.0,0.0124567641219039,0.0123798169849732,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,22.899999618530273,-0.0388646028154632,False,False,False,0.0379299998283386,0.0001039178077488,False,False,False,True,-0.04029312498272192,,,True
2023-01-04,169.2072078155853,171.19366585075235,168.87775052197247,170.11807250976562,22973500,0.0,0.0,0.0,0.0124567641219039,0.0123798169849732,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,22.010000228881836,-0.0388646028154632,False,False,False,0.0370900011062622,0.000101616441387,False,False,False,True,-0.031393131086237536,,,True
2023-01-05,169.1781367336981,169.3428653783717,167.04633426889296,168.2963409423828,17032600,0.0,0.0,0.0,-0.0107086304265423,-0.0107663804619033,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,22.459999084472656,0.0204451999505355,False,False,False,0.0372000002861022,0.000101917809003,False,False,False,True,-0.035893119642145754,,,True
2023-01-06,169.8661453990467,172.52120285165208,168.48046410123297,172.07546997070312,21986900,0.0,0.0,0.0,0.022455206139117,0.0222067997983108,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,21.1299991607666,-0.0592163837008136,False,False,False,0.0356900000572204,9.77808220745766e-05,False,False,False,True,-0.02259312040508521,,,True
2023-01-09,173.46112790465818,174.53672124444284,172.14328394587525,172.3661651611328,18366500,0.0,0.0,0.0,0.001689347066605,0.0016879217248881,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,21.969999313354492,0.0397539132016422,False,False,False,0.0351699995994567,9.6356163286183e-05,False,False,False,True,-0.030993121930964124,,,True
2023-01-10,172.15296394395685,175.02120266813043,171.80412250065976,174.91461181640625,18751100,0.0,0.0,0.0,0.0147850748602027,0.0146768411655815,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,20.579999923706055,-0.0632680670501215,False,False,False,0.0362100005149841,9.920548086297022e-05,False,False,False,True,-0.017093128034479738,,,True
2023-01-11,175.64139063593552,177.12396330178018,175.07936740265117,177.0948944091797,18222700,0.0,0.0,0.0,0.0124648396730966,0.0123877931467935,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,21.09000015258789,0.0247813523213071,False,False,False,0.0355399990081787,9.736986029638004e-05,False,False,False,True,-0.022193130323298088,,,True
2023-01-12,177.87979238370002,180.18600823217972,176.2809294199215,180.06973266601562,29650800,0.0,0.0,0.0,0.0167979899520001,0.0166584640540172,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,18.829999923706055,-0.1071598014476314,False,False,False,0.0344899988174438,9.449314744505164e-05,False,False,False,False,0.00040687196552027793,,,True
2023-01-13,178.78094819688104,181.53291154736212,178.61621955820476,181.2519073486328,22120000,0.0,0.0,0.0,0.0065650937840275,0.0065436374133573,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,18.350000381469727,-0.025491213180093,False,False,False,0.03510999917984,9.619177857490436e-05,False,False,False,False,0.005206867387883535,,,True
2023-01-17,181.2034508123373,182.01740928878388,180.46701430304805,181.0290374755859,22422600,0.0,0.0,0.0,-0.0012296139461759,-0.0012303705416814,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,19.36000061035156,0.0550408832635098,False,False,False,0.0353500008583068,9.684931742001884e-05,False,False,False,False,-0.004893134900934765,,,True
2023-01-18,181.6394987553852,183.10270185706136,178.00573971872447,178.10264587402344,23507800,0.0,0.0,0.0,-0.0161653160309001,-0.0162974001405958,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,20.34000015258789,0.0506198094700645,False,False,False,0.03375,9.246575342465756e-05,False,False,False,False,-0.014693130323298081,,,True
2023-01-19,177.0658156020691,177.42435656707414,175.17626375981504,176.39720153808594,24624500,0.0,0.0,0.0,-0.0095756260529885,-0.0096217671496522,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,20.520000457763672,0.0088495724594612,False,False,False,0.0339700007438659,9.306849518867388e-05,False,False,False,True,-0.016493133375055896,,,True
2023-01-20,177.04646675105792,179.4108206108701,175.65110067916493,179.30422973632812,36070300,0.0,0.0,0.0,0.016480013134531,0.0163456914576693,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,19.850000381469727,-0.0326510751143991,False,False,False,0.0348399996757507,9.54520539061664e-05,False,False,False,False,-0.00979313261211645,,,True
2023-01-23,179.68212552403227,182.28874460092467,178.85848227488714,181.5232391357422,20329900,0.0,0.0,0.0,0.0123756667797361,0.0122997142159997,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,75.13532036189991,19.809999465942383,-0.0020151594336836,False,False,False,0.0352500009536743,9.657534507855978e-05,False,False,False,False,-0.009393123456843011,,,True
2023-01-24,180.8061628341703,182.0077311899909,180.1181793776228,181.1356201171875,19263500,0.0,0.0,0.0,-0.0021353685643787,-0.0021376517146555,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,74.06611110986624,19.200000762939453,-0.0307924643840423,False,False,False,0.0346900010108947,9.504109865998569e-05,False,False,False,False,-0.0032931364268137253,,,True
2023-01-25,179.66275256377233,181.69764889121032,178.17048047118007,181.63951110839844,18174600,0.0,0.0,0.0,0.0027818437416391,0.0027779815753085,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,72.45933744167799,19.079999923706055,-0.0062500434617184,False,False,False,0.0346199989318847,9.484931214215004e-05,False,False,False,False,-0.0020931280344797243,,,True
2023-01-26,183.1220824120096,183.96512461420423,180.51546340523436,182.7151031494141,18369100,0.0,0.0,0.0,0.0059215752919183,0.0059041116724613,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,78.94937104413414,18.729999542236328,-0.0183438355801494,False,False,False,0.0349300003051757,9.569863097308432e-05,False,False,False,False,0.0014068757802175313,,,True
2023-01-27,182.1530813347072,184.4011741766607,181.96896849850185,183.7034912109375,20019900,0.0,0.0,0.0,0.0054094491614915,0.0053948706422501,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,76.29266562515525,18.510000228881836,-0.0117458258799415,False,False,False,0.0351799988746643,9.638355856072412e-05,False,False,False,False,0.00360686891376244,,,True
2023-01-30,182.0174056863456,183.73254405947225,181.03871859373595,181.1453094482422,18395100,0.0,0.0,0.0,-0.0139256023161686,-0.0140234731856176,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,68.00469151534193,19.940000534057617,0.0772555530790592,False,False,False,0.0355100011825561,9.728767447275658e-05,False,False,False,False,-0.010693134137995358,,,True
2023-01-31,181.61043857501727,185.6414923415867,181.5716849825213,185.54458618164065,21567900,0.0,0.0,0.0,0.0242858992418759,0.0239956861270685,0.1887068712025808,0.1769376503013366,0.176988434717438,177.82260971069337,180.7798095703125,70.26224583700295,19.399999618530273,-0.0270812889199787,False,False,False,0.0352900004386901,9.668493270874022e-05,False,False,False,False,-0.005293124982721914,,,True
2023-02-01,185.2635924670751,190.1086050226833,184.23645217101495,188.4613037109375,27007300,0.0,0.0,0.0,0.0157197662800117,0.0155974905202554,0.1887068712025808,0.1772038496992619,0.1762141360359149,178.84442367553712,180.7798095703125,71.07433387067661,17.8700008392334,-0.0788659180093729,False,False,False,0.0339700007438659,9.306849518867388e-05,False,False,False,False,0.01000686281024682,,,False
2023-02-02,189.9341386169133,193.0833961435923,188.32560600972667,192.17254638671875,31020400,0.0,0.0,0.0,0.0196923326046474,0.0195009470939571,0.1937609000699239,0.1827212149926013,0.1824185487549446,179.94714736938477,180.7798095703125,71.84321639481868,18.729999542236328,0.048125274908483,False,False,False,0.0339599990844726,9.304109338211686e-05,False,False,False,False,0.0064609046475606335,,,False
2023-02-03,190.0310774053624,192.9574690420889,189.63378283900528,190.88380432128903,24981500,0.0,0.0,0.0,-0.0067061715612399,-0.006728758969739,0.1896091100016188,0.1841513595574085,0.1844972734769683,181.07652053833007,180.7798095703125,67.31708093243542,18.329999923706055,-0.0213560933425689,False,False,False,0.0353200006484985,9.676712506437956e-05,False,False,True,False,0.006309110764558257,,,False
2023-02-06,189.5853196954583,190.2927021158096,187.37599533582173,188.12213134765625,18160100,0.0,0.0,0.0,-0.0144678223668701,-0.0145735018486983,0.1933623081566015,0.1801202286205324,0.1803446248301728,181.87885360717777,180.7798095703125,61.68580140927568,19.43000030517578,0.0600109321357444,False,False,False,0.036340000629425,9.956164556006864e-05,False,False,True,False,-0.0009376948951563269,,,False
2023-02-07,187.41476827902352,190.02138724743483,185.7093144961381,189.5175018310547,27074100,0.0,0.0,0.0,0.0074173648437978,0.0073899914687203,0.1933120055914231,0.1843129735937874,0.1850180738297613,182.73642044067384,180.7798095703125,69.80495894374117,18.65999984741211,-0.0396294619490334,False,False,False,0.0367400002479553,0.0001006575349259,False,False,True,False,0.0067120071173019935,,,False
2023-02-08,188.33530283532605,189.31398991450703,186.24225414963303,186.7461395263672,17933500,0.0,0.0,0.0,-0.0146232526173653,-0.0147312262862353,0.2012374262467717,0.1833665204784007,0.1860981649995328,183.32799682617187,180.7798095703125,67.31512741487803,19.6299991607666,0.0519828146455756,False,False,False,0.0365300011634826,0.0001000821949684,False,False,True,False,0.004937434639105703,,,False
2023-02-09,188.2093466580465,189.0717582697255,183.55813181893777,184.04263305664065,20516600,0.0,0.0,0.0,-0.0144769068671689,-0.014582719753882,0.2076805658970426,0.1923306586298896,0.1928532901784565,183.6753837585449,180.7798095703125,57.98233140340108,20.709999084472656,0.0550178283178224,False,False,False,0.0368300008773803,0.0001009041119928,False,False,True,False,0.0005805750523160402,,,False
2023-02-10,183.4127867906023,184.7209460426469,182.68603493631184,184.41085815429688,15248700,0.0,0.0,0.0,0.0020007597779962,0.0019987609238589,0.2002109240117836,0.1880611274221713,0.1884842774401524,183.89244003295897,180.7798095703125,55.18800034871231,20.530000686645508,-0.0086913764260908,False,False,False,0.0374399995803833,0.0001025753413161,False,False,True,False,-0.005089082854671495,,,False
2023-02-13,184.60465640022537,186.88181813339816,183.441856386058,186.6298828125,15754400,0.0,0.0,0.0,0.0120330477305543,0.0119612261923143,0.2030506491266961,0.1890590100218199,0.1907502574330183,184.16133880615232,180.7798095703125,59.26170187810334,20.34000015258789,-0.0092547748515765,False,False,False,0.0371700000762939,0.0001018356166473,False,False,True,False,-0.00034935239918279515,,,False
2023-02-14,185.3507794931403,187.9380141492335,184.1879795602382,186.5426483154297,21889600,0.0,0.0,0.0,-0.000467419770916,-0.0004675290455898,0.2029307201155366,0.1930204687277385,0.1956744372276067,184.43701934814453,180.7798095703125,58.38299670766004,18.90999984741211,-0.0703048325687372,False,False,False,0.03760999917984,0.0001030410936433,False,False,True,False,0.013830721641415494,,,False
2023-02-15,185.06008133147552,188.51942712974656,184.62403319186083,188.4322204589844,18721200,0.0,0.0,0.0,0.0101294377485172,0.0100784788285162,0.1936909472098146,0.1887222382154764,0.1905484395011209,184.95349807739257,180.7798095703125,59.50997885695575,18.229999542236328,-0.0359598260530309,False,False,False,0.0380900001525878,0.0001043561648016,False,False,True,False,0.011390951787451337,,,False
2023-02-16,185.85467787445364,188.82950778748335,185.321723555434,186.6298828125,21366300,0.0,0.0,0.0,-0.0095649122113735,-0.0096109497829263,0.1936818029185025,0.1909842871139088,0.1936097987502227,185.4651321411133,180.7798095703125,54.73948453435004,20.170000076293945,0.1064180242880923,False,False,True,0.0384299993515014,0.0001052876694561,False,False,True,False,-0.008018197844436942,,,False
2023-02-17,185.93219481363175,187.37599900103223,185.05039903565185,187.14344787597656,23892200,0.0,0.0,0.0,0.0027517836679591,0.0027480044427674,0.1869219398292093,0.1874712672217848,0.1903102230267181,185.8570930480957,180.7798095703125,60.40337443933134,20.020000457763672,-0.0074367683670248,False,False,False,0.0382800006866455,0.0001048767142099,False,False,True,False,-0.013278064748427437,,,False
2023-02-21,184.83721233155737,185.4089202129809,181.43601914706127,181.6201171875,26004000,0.0,0.0,0.0,-0.0295138876149004,-0.0299581862280598,0.2138946775115746,0.1887793229820483,0.1894875577175169,185.8619369506836,180.7798095703125,43.44871538844012,22.8700008392334,0.1423576581570211,False,False,True,0.0395499992370605,0.0001083561622933,False,False,False,False,-0.014805330880759388,,,False
2023-02-22,182.00772798904833,183.2868035065395,180.96120359157172,182.11431884765625,24651700,0.0,0.0,0.0,0.0027210733469908,0.0027173779290619,0.21391224683104,0.1894299832487675,0.1904235930325643,185.91087188720704,180.7798095703125,38.47234677962006,22.290000915527344,-0.0253607303201784,False,False,False,0.0392300009727478,0.0001074794547198,False,False,False,False,-0.008987762324233456,,,False
2023-02-23,183.4806180297421,184.40116739109015,180.9127526908404,183.41278076171875,21311700,0.0,0.0,0.0,0.0071299276316032,0.007104629873866,0.2151196547241701,0.1891956625130793,0.1916253966272628,185.99953536987303,180.7798095703125,32.561805834845046,21.13999938964844,-0.0515927087772261,False,False,False,0.0387899994850158,0.0001062739711918,False,False,False,False,0.0037196608276856835,,,False
