Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,LogReturns,RealizedVol,ParkinsonVol,GarmanKlassVol,SMA_20,SMA_50,RSI,VIX,VIX_Change,VIX_Low,VIX_High,VIX_Spike,RiskFreeRate,RiskFreeRateDaily,LowVolRegime,HighVolRegime,Bullish,Bearish,VolSpread,VolSpreadPercentile,PriceZScore,EarningsSeason
2023-08-04,439.03433834610644,441.15781109952064,434.69970007921177,435.2257080078125,100128900,0.0,0.0,0.0,0.008728549555459653,0.008690675994726537,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,17.100000381469727,-0.07777777158106369,False,False,False,0.04059999942779541,0.00011123287514464495,False,False,True,False,-0.05018618684414283,,,False
2023-08-07,437.07645044173086,439.180452473231,436.37511643123077,439.02459716796875,58357500,0.0,0.0,0.0,0.008728549555459653,0.008690675994726537,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,15.770000457763672,-0.07777777158106369,False,False,False,0.04078000068664551,0.00011172602927848084,False,False,True,False,-0.03688618760708229,,,False
2023-08-08,436.46274478186683,439.01484176057045,433.725601227127,437.1153869628906,71361300,0.0,0.0,0.0,-0.004348754528547882,-0.004358237865311955,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,15.989999771118164,0.013950495051900047,False,False,False,0.040260000228881834,0.00011030137049008722,False,False,True,False,-0.0390861807406272,,,False
2023-08-09,437.3881355250402,437.5537410667036,433.42365003419826,434.19317626953125,78789600,0.0,0.0,0.0,-0.006685215804602795,-0.006707661953945746,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,15.960000038146973,-0.0018761559349974588,False,False,False,0.0401200008392334,0.00010991781051844767,False,False,True,False,-0.038786183410915304,,,False
2023-08-10,436.56994615352147,439.98895319524496,433.1704396040718,434.34906005859375,93005500,0.0,0.0,0.0,0.0003590194355467258,0.000358955003490288,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,15.850000381469727,-0.00689220904851684,False,False,False,0.04079999923706055,0.00011178081982756314,False,False,True,False,-0.03768618684414282,,,False
2023-08-11,432.4593585380865,435.11858955978454,431.8554378003375,434.0957946777344,68690900,0.0,0.0,0.0,-0.0005830918128962859,-0.0005832618770393055,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,14.84000015258789,-0.06372241038319659,True,False,False,0.041680002212524415,0.00011419178688362853,False,False,True,False,-0.027586184555324467,,,False
2023-08-14,433.1705009263916,436.4920654296875,432.8587902694838,436.4920654296875,47867400,0.0,0.0,0.0,0.0055201427457551855,0.005504962596559175,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,14.819999694824219,-0.0013477397276295822,True,False,False,0.04184000015258789,0.00011463013740435038,False,False,True,False,-0.027386179977687747,,,False
2023-08-15,434.6996914970112,435.06012359694716,430.83261921259293,431.4073486328125,75707500,0.0,0.0,0.0,-0.011649047484676656,-0.0117174292117344,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,16.459999084472656,0.110661229650443,False,False,True,0.0422100019454956,0.0001156438409465633,False,False,False,False,-0.043786173874172135,,,False
2023-08-16,430.988471829921,432.663879125434,428.13444414336124,428.2416076660156,80107200,0.0,0.0,0.0,-0.007338171166600516,-0.0073652279909694005,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,16.780000686645508,0.019441167677507476,False,False,False,0.042579998970031736,0.00011665753142474448,False,False,False,False,-0.04698618989590064,,,False
2023-08-17,429.7221560157141,429.98514509018264,424.4524161969722,424.9784240722656,95711300,0.0,0.0,0.0,-0.007619959236410678,-0.0076491394550234895,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,17.889999389648438,0.06615009878315026,False,False,False,0.04308000087738037,0.00011802739966405581,False,False,False,False,-0.05808617692592993,,,False
2023-08-18,422.13418989713045,426.22531011899486,421.7835377373851,425.18304443359375,98852000,0.0,0.0,0.0,0.0004814841171638662,0.0004813682408798938,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,17.299999237060547,-0.03297932770916012,False,False,False,0.042509999275207516,0.0001164657514389247,False,False,False,False,-0.05218617540005105,,,False
2023-08-21,426.2057413682997,428.69936652611307,424.03357703179853,427.9493408203125,68719000,0.0,0.0,0.0,0.006506130531154897,0.00648505701920403,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,17.1299991607666,-0.009826594438788527,False,False,False,0.043420000076293944,0.00011895890431861355,False,False,False,False,-0.05048617463711158,,,False
2023-08-22,429.7416324303307,429.7416324303307,426.2252422408732,426.7901916503906,64994200,0.0,0.0,0.0,-0.0027086130514887286,-0.002712287981295326,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,16.969999313354492,-0.009340330137234454,False,False,False,0.04328000068664551,0.000118575344346974,False,False,False,False,-0.048886176162990486,,,False
2023-08-23,427.8616749592398,432.16709180279753,427.7155699170463,431.5436706542969,68441000,0.0,0.0,0.0,0.011137741909027055,0.011076173991526944,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,44.21661948363581,15.979999542236328,-0.058338232832990555,False,False,False,0.04197999954223633,0.00011501369737598994,False,False,False,False,-0.03898617845180885,,,False
2023-08-24,433.16065654981514,433.6769142078476,425.5336459923203,425.5628967285156,88517300,0.0,0.0,0.0,-0.013859023622599609,-0.013955956529505965,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,37.223131051369606,17.200000762939453,0.07634551036616566,False,False,False,0.04235000133514404,0.00011602740091820286,False,False,False,False,-0.051186190658840086,,,False
2023-08-25,427.3065168103919,429.8585843910373,423.7219337921779,428.5630798339844,102325100,0.0,0.0,0.0,0.00704991701234392,0.0070251825300608915,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,35.86853732396631,15.680000305175781,-0.0883721157175057,False,False,False,0.04238999843597412,0.00011613698201636746,False,False,False,False,-0.03598618608120338,,,False
2023-08-28,430.77419402814417,431.904122695043,428.5630581982546,431.2807312011719,61595400,0.0,0.0,0.0,0.006341310054613691,0.006321288545164471,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,42.286981260257,15.079999923706055,-0.03826532970612717,False,False,False,0.04211999893188476,0.00011539725734762949,False,False,False,False,-0.029986182266506123,,,False
2023-08-29,431.1735437614665,437.7972600904608,430.98846745487197,437.5147705078125,83081900,0.0,0.0,0.0,0.014454713265946273,0.014351239825505149,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,54.0374057807585,14.449999809265137,-0.04177719612919528,True,False,False,0.04122000217437744,0.00011293151280651354,False,False,True,False,-0.023686181122096944,,,False
2023-08-30,437.85572346311113,439.95972547776927,437.14463921223677,439.31683349609375,69053900,0.0,0.0,0.0,0.004118862058507533,0.004110402766661085,0.12081381697055443,0.10853581362056515,0.10200810634463638,432.3750823974609,428.67427612304687,55.805992315934084,13.880000114440918,-0.03944634618325349,True,False,False,0.04118000030517578,0.00011282191864431721,False,False,True,False,-0.017986184173854752,,,False
